# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam	s1-unshuffled-pe-trim.sorted.bam	s2-shuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-shuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-shuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-shuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam
ENSE00003615928	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600;31797600	31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703;31797703	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003675273	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582;31798582	31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656;31798656	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003534604	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704;31802704	31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838;31802838	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653316	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162;31804162	31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223;31804223	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001332145	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842;31804842	31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915;31804915	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653318	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122;31806122	31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191;31806191	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653319	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611;31809611	31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647;31809647	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001332142	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521;31810521	31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641;31810641	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653322	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992;31814992	31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212;31815212	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653323	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022;31819022	31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225;31819225	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653326	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915;31833915	31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980;31833980	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001490980	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972;31836972	31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155;31837155	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003500185	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685	31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003465839	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095	31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653331	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645;31843645	31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812;31843812	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653332	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018;31845018	31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237;31845237	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653333	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834	31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003639456	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445	31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003614751	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590	31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003579891	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255	31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003562908	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273	31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003556686	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157;31876157	31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265;31876265	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003569463	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525;31879525	31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752;31879752	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003612808	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582;31893582	31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751;31893751	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003684192	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482;31897482	31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653;31897653	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003579387	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742;31901742	31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802;31901802	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003574498	22;22;22;22;22;22;22;22;22;22;22;22;22;22	31905984;31905984;31905984;31905984;31905984;31905984;31905984;31905984;31905984;31905984;31905984;31905984;31905984;31905984	31906066;31906066;31906066;31906066;31906066;31906066;31906066;31906066;31906066;31906066;31906066;31906066;31906066;31906066	+;+;+;+;+;+;+;+;+;+;+;+;+;+	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003747739	22	31906205	31906992	+	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003820508	22;22	31753898;31753898	31753996;31753996	+;+	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003827150	22	31836972	31837279	+	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653324	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502;31821502	31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637;31821637	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000879950	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693;31822693	31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790;31822790	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001864410	22	31836972	31837324	+	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003821635	22	31753900	31753996	+	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003609100	22;22;22	31836999;31836999;31836999	31837155;31837155;31837155	+;+;+	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001490948	22;22;22;22;22;22;22;22;22;22;22;22;22	31861368;31861368;31861368;31861368;31861368;31861368;31861368;31861368;31861368;31861368;31861368;31861368;31861368	31861433;31861433;31861433;31861433;31861433;31861433;31861433;31861433;31861433;31861433;31861433;31861433;31861433	+;+;+;+;+;+;+;+;+;+;+;+;+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001660848	22	31906205	31907005	+	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003823425	22	31753912	31753996	+	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003822677	22;22	31906205;31906205	31906989;31906989	+;+	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003818558	22	31753932	31753996	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003818011	22	31906205	31907001	+	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001660201	22	31753944	31753996	+	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003814538	22	31783907	31784788	+	882	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSE00003754570	22;22;22	31753955;31753955;31753955	31753996;31753996;31753996	+;+;+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001490949	22;22;22	31754862;31754862;31754862	31754979;31754979;31754979	+;+;+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003817086	22;22	31758546;31758546	31758633;31758633	+;+	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003633423	22;22;22	31760656;31760656;31760656	31760702;31760702;31760702	+;+;+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003482216	22;22;22;22	31764975;31764975;31764975;31764975	31765060;31765060;31765060;31765060	+;+;+;+	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003828104	22;22;22	31766585;31766585;31766585	31766668;31766668;31766668	+;+;+	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003831034	22	31768814	31769772	+	959	0	1	4	4	6	0	0	0	1	0	4	0	4	0	6
ENSE00003827036	22	31797600	31797699	+	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003820427	22	31798582	31798656	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003814513	22	31802704	31802838	+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003822311	22;22;22;22;22	31804162;31804162;31804162;31804162;31804162	31804223;31804223;31804223;31804223;31804223	+;+;+;+;+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003829570	22;22;22;22;22;22	31804842;31804842;31804842;31804842;31804842;31804842	31804915;31804915;31804915;31804915;31804915;31804915	+;+;+;+;+;+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003816665	22;22;22;22;22;22	31806122;31806122;31806122;31806122;31806122;31806122	31806191;31806191;31806191;31806191;31806191;31806191	+;+;+;+;+;+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003825461	22;22;22;22;22;22	31809611;31809611;31809611;31809611;31809611;31809611	31809647;31809647;31809647;31809647;31809647;31809647	+;+;+;+;+;+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003819043	22;22;22;22;22;22	31810521;31810521;31810521;31810521;31810521;31810521	31810641;31810641;31810641;31810641;31810641;31810641	+;+;+;+;+;+	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003825303	22;22;22;22;22;22;22	31814992;31814992;31814992;31814992;31814992;31814992;31814992	31815212;31815212;31815212;31815212;31815212;31815212;31815212	+;+;+;+;+;+;+	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003825887	22;22;22;22;22;22;22	31819022;31819022;31819022;31819022;31819022;31819022;31819022	31819225;31819225;31819225;31819225;31819225;31819225;31819225	+;+;+;+;+;+;+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003828142	22;22;22;22;22;22	31821502;31821502;31821502;31821502;31821502;31821502	31821637;31821637;31821637;31821637;31821637;31821637	+;+;+;+;+;+	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003824170	22;22;22;22;22	31822693;31822693;31822693;31822693;31822693	31822790;31822790;31822790;31822790;31822790	+;+;+;+;+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001956620	22;22;22;22;22;22;22	31833915;31833915;31833915;31833915;31833915;31833915;31833915	31833980;31833980;31833980;31833980;31833980;31833980;31833980	+;+;+;+;+;+;+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001848323	22;22	31837094;31837094	31837155;31837155	+;+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003471377	22;22;22;22;22;22;22;22;22	31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685;31838685	31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845;31838845	+;+;+;+;+;+;+;+;+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003554452	22;22;22;22;22;22;22;22;22	31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095;31843095	31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212;31843212	+;+;+;+;+;+;+;+;+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003826131	22;22;22;22;22;22;22	31843645;31843645;31843645;31843645;31843645;31843645;31843645	31843812;31843812;31843812;31843812;31843812;31843812;31843812	+;+;+;+;+;+;+	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003816875	22;22;22;22;22;22;22	31845018;31845018;31845018;31845018;31845018;31845018;31845018	31845237;31845237;31845237;31845237;31845237;31845237;31845237	+;+;+;+;+;+;+	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003831033	22;22;22;22;22;22;22;22	31846834;31846834;31846834;31846834;31846834;31846834;31846834;31846834	31846967;31846967;31846967;31846967;31846967;31846967;31846967;31846967	+;+;+;+;+;+;+;+	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003524962	22;22;22;22;22;22;22;22;22;22;22;22	31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445;31857445	31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553;31857553	+;+;+;+;+;+;+;+;+;+;+;+	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003593288	22;22;22;22;22;22;22;22;22;22;22;22;22	31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590;31870590	31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744;31870744	+;+;+;+;+;+;+;+;+;+;+;+;+	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003641601	22;22;22;22;22;22;22;22;22;22;22;22	31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255;31873255	31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332;31873332	+;+;+;+;+;+;+;+;+;+;+;+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003609254	22;22;22;22;22;22;22;22;22;22;22;22;22	31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273;31874273	31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405;31874405	+;+;+;+;+;+;+;+;+;+;+;+;+	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
